key,locale,value,type,section,parent
projects_page.filter.all,fr,Tous,text,Página Projetos,Projetos
projects_page.filter.renovation,pt,Reabilitação,text,Página Projetos,Projetos
projects_page.filter.renovation,en,Renovation,text,Página Projetos,Projetos
projects_page.filter.renovation,fr,Réhabilitation,text,Página Projetos,Projetos
projects_page.filter.new_build,pt,Construção Nova,text,Página Projetos,Projetos
projects_page.filter.new_build,en,New Build,text,Página Projetos,Projetos
projects_page.filter.new_build,fr,Construction neuve,text,Página Projetos,Projetos
projects_page.cta.title,pt,Tem um projeto em mente?,text,Página Projetos,Projetos
projects_page.cta.title,en,Have a project in mind?,text,Página Projetos,Projetos
projects_page.cta.title,fr,Un projet en tête ?,text,Página Projetos,Projetos
projects_page.cta.description,pt,Fale com a nossa equipa técnica e descubra a solução certa para a sua obra.,text,Página Projetos,Projetos
projects_page.cta.description,en,Talk to our technical team and find the right solution for your project.,text,Página Projetos,Projetos
projects_page.cta.description,fr,Parlez à notre équipe technique et trouvez la solution adaptée à votre chantier.,text,Página Projetos,Projetos
project_detail.before,pt,Antes,text,Detalhe Projeto,Projetos
project_detail.before,en,Before,text,Detalhe Projeto,Projetos
project_detail.before,fr,Avant,text,Detalhe Projeto,Projetos
project_detail.after,pt,Depois,text,Detalhe Projeto,Projetos
project_detail.after,en,After,text,Detalhe Projeto,Projetos
project_detail.after,fr,Après,text,Detalhe Projeto,Projetos
project_detail.compare_hint,pt,Arraste para comparar o antes e o depois,text,Detalhe Projeto,Projetos
project_detail.compare_hint,en,Drag to compare before and after,text,Detalhe Projeto,Projetos
project_detail.compare_hint,fr,"Glissez pour comparer l'avant et l'après",text,Detalhe Projeto,Projetos
project_detail.process.eyebrow,pt,O Processo,text,Detalhe Projeto,Projetos
project_detail.process.eyebrow,en,The Process,text,Detalhe Projeto,Projetos
project_detail.process.eyebrow,fr,Le processus,text,Detalhe Projeto,Projetos
project_detail.process.title,pt,Durante a obra,text,Detalhe Projeto,Projetos
project_detail.process.title,en,During the works,text,Detalhe Projeto,Projetos
project_detail.process.title,fr,Pendant les travaux,text,Detalhe Projeto,Projetos
project_detail.solutions.eyebrow,pt,Soluções aplicadas,text,Detalhe Projeto,Projetos
project_detail.solutions.eyebrow,en,Solutions applied,text,Detalhe Projeto,Projetos
project_detail.solutions.eyebrow,fr,Solutions appliquées,text,Detalhe Projeto,Projetos
project_detail.solutions.title,pt,Materiais Winterplateau nesta obra,text,Detalhe Projeto,Projetos
project_detail.solutions.title,en,Winterplateau materials in this project,text,Detalhe Projeto,Projetos
project_detail.solutions.title,fr,Matériaux Winterplateau sur ce chantier,text,Detalhe Projeto,Projetos
project_detail.other.title,pt,Outras obras,text,Detalhe Projeto,Projetos
project_detail.other.title,en,Other projects,text,Detalhe Projeto,Projetos
project_detail.other.title,fr,Autres chantiers,text,Detalhe Projeto,Projetos
project_detail.other.cta,pt,Ver todas,text,Detalhe Projeto,Projetos
project_detail.other.cta,en,View all,text,Detalhe Projeto,Projetos
project_detail.other.cta,fr,Voir tout,text,Detalhe Projeto,Projetos
project_detail.view_project,pt,Ver obra,text,Detalhe Projeto,Projetos
project_detail.view_project,en,View project,text,Detalhe Projeto,Projetos
project_detail.view_project,fr,Voir le chantier,text,Detalhe Projeto,Projetos
project_detail.photo_label,pt,Fotografia da obra,text,Detalhe Projeto,Projetos
project_detail.photo_label,en,Site photograph,text,Detalhe Projeto,Projetos
project_detail.photo_label,fr,Photo du chantier,text,Detalhe Projeto,Projetos
project.reabilitacao-fachada-braga.slug,pt,reabilitacao-fachada-braga,data,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.title,pt,Reabilitação de Fachada,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.title,en,Façade Renovation,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.title,fr,Réhabilitation de façade,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.location,pt,Braga,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.year,pt,2023,number,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.type,pt,Reabilitação,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.type,en,Renovation,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.type,fr,Réhabilitation,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.cols,pt,3,number,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.floors,pt,4,number,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.hue,pt,206,number,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.summary,pt,"Recuperação integral da envolvente de um edifício de habitação dos anos 80. Aplicação de sistema ETICS (capoto) com molduras decorativas em EPS — cornijas, bandas e peitoris — devolvendo carácter e eficiência térmica ao imóvel.",text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.summary,en,"Full recovery of the envelope of a 1980s residential building. ETICS (external insulation) with decorative EPS mouldings — cornices, bands and sills — restoring character and thermal efficiency to the property.",text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.summary,fr,"Récupération intégrale de l'enveloppe d'un immeuble d'habitation des années 80. Système ITE avec moulures décoratives en EPS — corniches, bandeaux et appuis — redonnant caractère et efficacité thermique au bâtiment.",text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.product.1,pt,Capoto / ETICS,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.product.2,pt,Cornijas,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.product.3,pt,Bandas,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.product.4,pt,Peitoris,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.1.value,pt,420,number,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.1.unit,pt,m²,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.1.label,pt,Fachada,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.1.label,en,Façade,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.1.label,fr,Façade,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.2.value,pt,6,number,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.2.unit,pt,sem,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.2.unit,en,wks,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.2.unit,fr,sem.,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.2.label,pt,Duração,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.2.label,en,Duration,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.2.label,fr,Durée,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.3.value,pt,B→A+,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.3.label,pt,Eficiência,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.3.label,en,Efficiency,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.stat.3.label,fr,Efficacité,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.1.phase,pt,01,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.1.title,pt,Diagnóstico,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.1.title,en,Diagnosis,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.1.title,fr,Diagnostic,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.1.description,pt,Levantamento de patologias, fissuras e pontes térmicas da fachada existente.,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.1.description,en,Survey of defects, cracks and thermal bridges on the existing façade.,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.1.description,fr,Relevé des pathologies, fissures et ponts thermiques de la façade existante.,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.2.phase,pt,02,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.2.title,pt,Preparação,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.2.title,en,Preparation,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.2.title,fr,Préparation,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.2.description,pt,Limpeza, reparação do reboco e aplicação do sistema de isolamento ETICS.,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.2.description,en,Cleaning, render repair and installation of the ETICS insulation system.,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.2.description,fr,"Nettoyage, réparation de l'enduit et pose du système d'isolation ITE.",text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.3.phase,pt,03,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.3.title,pt,Molduras EPS,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.3.title,en,EPS Mouldings,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.3.title,fr,Moulures EPS,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.3.description,pt,Colagem e fixação das cornijas, bandas e peitoris Winterplateau.,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.3.description,en,Bonding and fixing of Winterplateau cornices, bands and sills.,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.3.description,fr,Collage et fixation des corniches, bandeaux et appuis Winterplateau.,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.4.phase,pt,04,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.4.title,pt,Acabamento,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.4.title,en,Finishing,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.4.title,fr,Finitions,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.4.description,pt,"Barramento armado, primário e revestimento final na cor escolhida.",text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.4.description,en,Reinforced base coat, primer and final render in the chosen colour.,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.process.4.description,fr,Sous-enduit armé, primaire et revêtement final dans la couleur choisie.,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.seo.title,pt,Reabilitação de Fachada em Braga | Winterplateau,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.seo.title,en,Façade Renovation in Braga | Winterplateau,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.seo.title,fr,Réhabilitation de façade à Braga | Winterplateau,text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.seo.description,pt,"Recuperação integral da fachada de um edifício dos anos 80 em Braga. Sistema ETICS com molduras decorativas em EPS — cornijas, bandas e peitoris.",text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.seo.description,en,"Full renovation of a 1980s building façade in Braga. ETICS system with decorative EPS mouldings — cornices, bands and sills.",text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.seo.description,fr,"Rénovation complète d'une façade des années 80 à Braga. Système ITE avec moulures décoratives EPS — corniches, bandeaux et appuis.",text,reabilitacao-fachada-braga,Projetos
project.reabilitacao-fachada-braga.seo.og_image,pt,https://www.winterplateau.pt/assets/og-reabilitacao-fachada-braga.jpg,image,reabilitacao-fachada-braga,Projetos
project.moradia-ponte-de-lima.slug,pt,moradia-ponte-de-lima,data,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.title,pt,Moradia Unifamiliar,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.title,en,Single-Family House,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.title,fr,Maison individuelle,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.location,pt,Ponte de Lima,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.year,pt,2022,number,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.type,pt,Construção Nova,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.type,en,New Build,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.type,fr,Construction neuve,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.cols,pt,2,number,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.floors,pt,2,number,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.hue,pt,199,number,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.summary,pt,"Construção de raiz de moradia contemporânea. As molduras de vão e a cornija de remate em EPS conferem profundidade à fachada sem o peso e o custo da pedra natural.",text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.summary,en,"New-build contemporary house. EPS opening surrounds and top cornice give the façade depth without the weight and cost of natural stone.",text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.summary,fr,"Construction neuve d'une maison contemporaine. Les encadrements et la corniche en EPS donnent de la profondeur à la façade sans le poids ni le coût de la pierre naturelle.",text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.product.1,pt,Molduras de Vão,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.product.2,pt,Cornija,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.product.3,pt,Pilastras,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.1.value,pt,260,number,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.1.unit,pt,m²,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.1.label,pt,Área,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.1.label,en,Area,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.1.label,fr,Surface,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.2.value,pt,4,number,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.2.unit,pt,sem,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.2.unit,en,wks,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.2.unit,fr,sem.,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.2.label,pt,Duração,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.2.label,en,Duration,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.2.label,fr,Durée,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.3.value,pt,12,number,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.3.unit,pt,vãos,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.3.unit,en,openings,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.3.unit,fr,baies,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.3.label,pt,Molduras,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.3.label,en,Mouldings,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.stat.3.label,fr,Moulures,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.1.phase,pt,01,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.1.title,pt,Projeto,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.1.title,en,Design,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.1.title,fr,Conception,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.1.description,pt,Definição do desenho de fachada e seleção dos perfis de moldura.,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.1.description,en,Façade design definition and selection of moulding profiles.,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.1.description,fr,Définition du dessin de façade et sélection des profils de moulures.,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.2.phase,pt,02,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.2.title,pt,Estrutura,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.2.title,en,Structure,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.2.title,fr,Structure,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.2.description,pt,Alvenaria concluída e fachada preparada para receber as molduras.,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.2.description,en,Masonry completed and façade prepared to receive the mouldings.,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.2.description,fr,Maçonnerie achevée et façade préparée pour recevoir les moulures.,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.3.phase,pt,03,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.3.title,pt,Aplicação,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.3.title,en,Installation,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.3.title,fr,Pose,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.3.description,pt,"Montagem das molduras de vão, pilastras e cornija de remate.",text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.3.description,en,"Installation of opening surrounds, pilasters and top cornice.",text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.3.description,fr,"Pose des encadrements, pilastres et corniche de couronnement.",text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.4.phase,pt,04,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.4.title,pt,Pintura,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.4.title,en,Painting,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.4.title,fr,Peinture,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.4.description,pt,Acabamento final e tratamento hidrófugo das superfícies.,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.4.description,en,Final finishing and water-repellent treatment of the surfaces.,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.process.4.description,fr,Finitions et traitement hydrofuge des surfaces.,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.seo.title,pt,Moradia Unifamiliar em Ponte de Lima | Winterplateau,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.seo.title,en,Single-Family House in Ponte de Lima | Winterplateau,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.seo.title,fr,Maison individuelle à Ponte de Lima | Winterplateau,text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.seo.description,pt,"Construção nova de moradia contemporânea em Ponte de Lima. Molduras de vão e cornija em EPS que conferem profundidade à fachada sem o custo da pedra natural.",text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.seo.description,en,"New-build contemporary house in Ponte de Lima. EPS opening surrounds and cornice giving façade depth without the cost of natural stone.",text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.seo.description,fr,"Construction neuve d'une maison contemporaine à Ponte de Lima. Encadrements et corniche en EPS apportant de la profondeur à la façade sans le coût de la pierre.",text,moradia-ponte-de-lima,Projetos
project.moradia-ponte-de-lima.seo.og_image,pt,https://www.winterplateau.pt/assets/og-moradia-ponte-de-lima.jpg,image,moradia-ponte-de-lima,Projetos
project.edificio-comercial-guimaraes.slug,pt,edificio-comercial-guimaraes,data,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.title,pt,Edifício Comercial,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.title,en,Commercial Building,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.title,fr,Immeuble commercial,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.location,pt,Guimarães,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.year,pt,2024,number,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.type,pt,Reabilitação,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.type,en,Renovation,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.type,fr,Réhabilitation,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.cols,pt,4,number,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.floors,pt,3,number,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.hue,pt,210,number,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.summary,pt,"Modernização da fachada de um edifício comercial no centro histórico. Bandas horizontais e pilastras verticais em EPS criam um ritmo elegante que valoriza as montras ao nível da rua.",text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.summary,en,"Façade modernisation of a commercial building in the historic centre. Horizontal EPS bands and vertical pilasters create an elegant rhythm that enhances the street-level shopfronts.",text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.summary,fr,"Modernisation de la façade d'un immeuble commercial du centre historique. Bandeaux horizontaux et pilastres en EPS créent un rythme élégant qui met en valeur les vitrines.",text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.product.1,pt,Bandas,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.product.2,pt,Pilastras,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.product.3,pt,Cornijas,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.product.4,pt,Capoto / ETICS,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.1.value,pt,680,number,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.1.unit,pt,m²,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.1.label,pt,Fachada,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.1.label,en,Façade,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.1.label,fr,Façade,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.2.value,pt,8,number,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.2.unit,pt,sem,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.2.unit,en,wks,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.2.unit,fr,sem.,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.2.label,pt,Duração,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.2.label,en,Duration,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.2.label,fr,Durée,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.3.value,pt,3,number,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.3.unit,pt,pisos,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.3.unit,en,floors,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.3.unit,fr,étages,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.3.label,pt,Intervenção,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.3.label,en,Scope,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.stat.3.label,fr,Intervention,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.1.phase,pt,01,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.1.title,pt,Estudo,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.1.title,en,Study,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.1.title,fr,Étude,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.1.description,pt,Compatibilização com as regras do centro histórico e licenciamento.,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.1.description,en,Compliance with historic-centre rules and permitting.,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.1.description,fr,Mise en conformité avec les règles du centre historique et permis.,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.2.phase,pt,02,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.2.title,pt,Isolamento,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.2.title,en,Insulation,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.2.title,fr,Isolation,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.2.description,pt,Aplicação de capoto em toda a envolvente exterior.,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.2.description,en,ETICS applied to the entire external envelope.,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.2.description,fr,"ITE appliquée sur toute l'enveloppe extérieure.",text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.3.phase,pt,03,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.3.title,pt,Composição,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.3.title,en,Composition,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.3.title,fr,Composition,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.3.description,pt,Montagem das bandas e pilastras segundo o desenho aprovado.,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.3.description,en,Installation of bands and pilasters following the approved design.,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.3.description,fr,Pose des bandeaux et pilastres selon le dessin approuvé.,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.4.phase,pt,04,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.4.title,pt,Entrega,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.4.title,en,Handover,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.4.title,fr,Livraison,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.4.description,pt,"Acabamento, limpeza e entrega da obra ao cliente.",text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.4.description,en,Finishing, cleaning and handover to the client.,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.process.4.description,fr,Finitions, nettoyage et livraison au client.,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.seo.title,pt,Edifício Comercial em Guimarães | Winterplateau,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.seo.title,en,Commercial Building in Guimarães | Winterplateau,text,edificio-comercial-guimaraes,Projetos
